intent,model,expected_slice_type,predicted_slice_type,slice_match,policy_status
"Provision a slice for structural health monitoring sensors on bridges, allowing 800 devices with packet delay budget of 150 ms.",gemini-3-pro-preview,mMTC,,False,Failed
"Establish a slice for city-wide asset tracking tags, supporting 4200 devices with uplink rates of 400 kbps.",gemini-3-pro-preview,mMTC,mMTC,True,Policy created successfully
"Deploy a slice for smart recycling bin sensors, allowing 2300 devices with latency tolerance of 180 ms.",gemini-3-pro-preview,mMTC,mMTC,True,Policy created successfully
"Create a slice for a mobile esports tournament, requiring downstream rates of 250 Mbps per device and packet delay budget of 12 ms.",gemini-3-pro-preview,eMBB,eMBB,True,Policy created successfully
"Provision a slice for film editors working remotely on-site, allowing 60 devices with 400 Mbps downstream per device.",gemini-3-pro-preview,eMBB,,False,Failed
"Establish a slice for city surveillance analysts reviewing HD feeds, requiring 200 Mbps downstream and latency under 20 ms.",gemini-3-pro-preview,eMBB,eMBB,True,Policy created successfully
"Deploy a slice for interactive advertising screens, supporting 100 devices with downstream rates of 150 Mbps.",gemini-3-pro-preview,eMBB,eMBB,True,Policy created successfully
"Create a slice for maritime passenger terminals, prioritizing user experience with 90 Mbps downstream per device.",gemini-3-pro-preview,eMBB,eMBB,True,Policy created successfully
"Provision a slice for automated train door control systems, supporting 500 devices with latency capped at 4 ms.",gemini-3-pro-preview,uRRLC,uRRLC,True,Policy created successfully
"Establish a slice for robotic firefighting units, requiring uplink rates of 35 Mbps and packet delay budget of 3 ms.",gemini-3-pro-preview,uRRLC,uRRLC,True,Policy created successfully
"Deploy a slice for collision avoidance systems at intersections, allowing 600 devices with latency under 5 ms.",gemini-3-pro-preview,uRRLC,uRRLC,True,Policy created successfully
"Create a slice for remote heavy machinery diagnostics, requiring downstream rates of 70 Mbps and latency of 6 ms.",gemini-3-pro-preview,uRRLC,uRRLC,True,Policy created successfully
"Provision a slice for automated port gate operations, supporting 250 devices with packet delay budget of 4 ms.",gemini-3-pro-preview,uRRLC,uRRLC,True,Policy created successfully
"Establish a slice for city bike availability sensors, allowing 3100 devices with uplink rates of 300 kbps.",gemini-3-pro-preview,mMTC,mMTC,True,Policy created successfully
"Deploy a slice for smart vending machine telemetry, supporting 1900 devices with latency tolerance of 200 ms.",gemini-3-pro-preview,mMTC,mMTC,True,Policy created successfully
"Create a slice for energy consumption sensors in industrial parks, allowing 2700 devices with uplink rates of 800 kbps.",gemini-3-pro-preview,mMTC,mMTC,True,Policy created successfully
"Provision a slice for public restroom occupancy sensors, supporting 2100 devices with packet delay budget of 150 ms.",gemini-3-pro-preview,mMTC,,False,Failed
"Establish a slice for smart bus stop information panels, allowing 1200 devices with uplink rates of 600 kbps.",gemini-3-pro-preview,mMTC,,False,Failed
"Create a slice for immersive museum AR guides, requiring 180 Mbps downstream per device and latency of 15 ms.",gemini-3-pro-preview,eMBB,eMBB,True,Policy created successfully
"Provision a slice for urban telepresence kiosks, allowing 90 devices with downstream rates of 300 Mbps.",gemini-3-pro-preview,eMBB,eMBB,True,Policy created successfully
"Establish a slice for real-time map updates for ride-sharing fleets, supporting 400 devices with uplink rates of 45 Mbps.",gemini-3-pro-preview,eMBB,eMBB,True,Policy created successfully
"Deploy a slice for live election coverage teams, requiring 250 Mbps uplink per device and packet delay budget of 18 ms.",gemini-3-pro-preview,eMBB,,False,Failed
"Create a slice for city-wide WiMAX replacement broadband, supporting 700 devices with downstream rates of 85 Mbps.",gemini-3-pro-preview,eMBB,eMBB,True,Policy created successfully
"Provision a slice for synchronized traffic camera control, allowing 350 devices with latency under 6 ms.",gemini-3-pro-preview,uRRLC,,False,Failed
"Establish a slice for industrial alarm systems, supporting 900 devices with packet delay budget of 5 ms.",gemini-3-pro-preview,uRRLC,uRRLC,True,Policy created successfully
"Deploy a slice for remote vehicle diagnostics in motion, requiring uplink rates of 25 Mbps and latency of 7 ms.",gemini-3-pro-preview,uRRLC,uRRLC,True,Policy created successfully
"Create a slice for automated toll gate controls, allowing 450 devices with latency capped at 6 ms.",gemini-3-pro-preview,uRRLC,uRRLC,True,Policy created successfully
"Provision a slice for coordinated drone light shows, supporting 500 devices with packet delay budget of 5 ms.",gemini-3-pro-preview,uRRLC,,False,Failed
"Establish a slice for environmental radiation sensors, allowing 1000 devices with uplink rates of 700 kbps.",gemini-3-pro-preview,mMTC,,False,Failed
"Deploy a slice for smart locker systems, supporting 1800 devices with latency tolerance of 150 ms.",gemini-3-pro-preview,mMTC,,False,Failed
"Create a slice for city fountain control sensors, allowing 900 devices with uplink rates of 400 kbps.",gemini-3-pro-preview,mMTC,mMTC,True,Policy created successfully
"Provision a slice for coastal erosion monitoring sensors, supporting 1300 devices with packet delay budget of 200 ms.",gemini-3-pro-preview,mMTC,mMTC,True,Policy created successfully
"Establish a slice for smart traffic sign telemetry, allowing 2400 devices with uplink rates of 500 kbps.",gemini-3-pro-preview,mMTC,mMTC,True,Policy created successfully
"Create a slice for urban drone video inspections, requiring downstream rates of 220 Mbps and latency under 15 ms.",gemini-3-pro-preview,eMBB,eMBB,True,Policy created successfully
"Provision a slice for live online education broadcasting, supporting 300 devices with downstream rates of 140 Mbps.",gemini-3-pro-preview,eMBB,eMBB,True,Policy created successfully
"Establish a slice for pop-up business expos, allowing 500 devices with packet delay budget of 25 ms.",gemini-3-pro-preview,eMBB,eMBB,True,Policy created successfully
"Deploy a slice for automated rail switch control, supporting 700 devices with latency capped at 4 ms.",gemini-3-pro-preview,uRRLC,uRRLC,True,Policy created successfully
"Create a slice for synchronized robotic welding, requiring uplink rates of 30 Mbps and packet delay budget of 2 ms.",gemini-3-pro-preview,uRRLC,uRRLC,True,Policy created successfully
"Provision a slice for smart greenhouse climate sensors, allowing 1600 devices with latency tolerance of 180 ms.",gemini-3-pro-preview,mMTC,mMTC,True,Policy created successfully
"Establish a slice for public safety siren monitoring, supporting 1100 devices with uplink rates of 600 kbps.",gemini-3-pro-preview,mMTC,,False,Failed
"Deploy a slice for high-resolution mobile mapping vehicles, requiring 350 Mbps uplink per device and latency of 20 ms.",gemini-3-pro-preview,eMBB,eMBB,True,Policy created successfully
"Create a slice for autonomous ferry navigation systems, allowing 90 devices with packet delay budget of 3 ms.",gemini-3-pro-preview,uRRLC,,False,Failed
"Provision a slice for smart city soil moisture probes, supporting 2000 devices with uplink rates of 500 kbps.",gemini-3-pro-preview,mMTC,mMTC,True,Policy created successfully
